{'reward_dist': -0.3329504489643752, 'reward_ctrl': -0.19475688626170531}
{'reward_dist': -0.18323465603935232, 'reward_ctrl': -0.13329039079744706}
{'reward_dist': -0.17875593333593467, 'reward_ctrl': -0.06551839467802148}
{'reward_dist': -0.17570052335863695, 'reward_ctrl': -0.86909194898813058}
{'reward_dist': -0.17184069449501266, 'reward_ctrl': -0.71231798910231736}
{'reward_dist': -0.16362049702155992, 'reward_ctrl': -1.1478091731646245}
{'reward_dist': -0.1535234918479314, 'reward_ctrl': -0.12623251075786107}
{'reward_dist': -0.14723924368201649, 'reward_ctrl': -0.62642819981648601}
{'reward_dist': -0.1492118668946866, 'reward_ctrl': -0.19194629702433222}
{'reward_dist': -0.16081943341779159, 'reward_ctrl': -0.30941910979772919}
{'reward_dist': -0.17952075607704246, 'reward_ctrl': -1.40878970591424}
{'reward_dist': -0.041326471764990394, 'reward_ctrl': -0.54429196130012492}
{'reward_dist': -0.043717885356464418, 'reward_ctrl': -1.1276250675363892}
{'reward_dist': -0.053598991244185219, 'reward_ctrl': -0.97061181620210735}
{'reward_dist': -0.060466506885294369, 'reward_ctrl': -1.4995848301067805}
{'reward_dist': -0.069138192112411845, 'reward_ctrl': -0.19432514953037533}
{'reward_dist': -0.091367665018609615, 'reward_ctrl': -1.4543201502347332}
{'reward_dist': -0.12151295504577973, 'reward_ctrl': -0.98685334861679908}
{'reward_dist': -0.15199987418162531, 'reward_ctrl': -0.59027788158602046}
{'reward_dist': -0.17245137109175163, 'reward_ctrl': -0.20213891516166543}
{'reward_dist': -0.18613096643719418, 'reward_ctrl': -0.70166876658011079}
{'reward_dist': -0.20407987247854406, 'reward_ctrl': -0.70824044040780842}
{'reward_dist': -0.22817034195334104, 'reward_ctrl': -0.13842431307076211}
{'reward_dist': -0.25375633827674049, 'reward_ctrl': -0.39385904589610654}
{'reward_dist': -0.27502465528169995, 'reward_ctrl': -1.0303593249887824}
{'reward_dist': -0.28742329329473382, 'reward_ctrl': -0.77629100233667814}
{'reward_dist': -0.28953107023460894, 'reward_ctrl': -0.57688425565262891}
{'reward_dist': -0.28933140094846893, 'reward_ctrl': -0.46352457825363791}
{'reward_dist': -0.2929111383668549, 'reward_ctrl': -0.85637561923127647}
{'reward_dist': -0.29540765264530799, 'reward_ctrl': -0.62669226245883858}
{'reward_dist': -0.29525010019444831, 'reward_ctrl': -0.27140685542791487}
{'reward_dist': -0.29525000461694811, 'reward_ctrl': -1.1364033893039001}
{'reward_dist': -0.29816027245287602, 'reward_ctrl': -0.80130703698935801}
{'reward_dist': -0.30424457957181261, 'reward_ctrl': -0.29550135496370589}
{'reward_dist': -0.31155344308341526, 'reward_ctrl': -1.1019663267542186}
{'reward_dist': -0.31726988163090691, 'reward_ctrl': -0.094951554234973645}
{'reward_dist': -0.31965159274498567, 'reward_ctrl': -0.85533350758470938}
{'reward_dist': -0.32328148344635504, 'reward_ctrl': -0.44811557021574849}
{'reward_dist': -0.3301464778389126, 'reward_ctrl': -0.62176161913996242}
{'reward_dist': -0.33939100534187949, 'reward_ctrl': -1.4525023155114098}
{'reward_dist': -0.35249226021507479, 'reward_ctrl': -0.13687872688839159}
{'reward_dist': -0.36530825235720982, 'reward_ctrl': -0.61835732748670535}
{'reward_dist': -0.376285524642896, 'reward_ctrl': -0.06156873894879096}
{'reward_dist': -0.38598731188479468, 'reward_ctrl': -0.89810264813254048}
{'reward_dist': -0.39193578690339609, 'reward_ctrl': -0.25691363088183355}
{'reward_dist': -0.3949372935897193, 'reward_ctrl': -0.86023795214866128}
{'reward_dist': -0.39706606538023903, 'reward_ctrl': -0.12760677021913408}
{'reward_dist': -0.39831047932893832, 'reward_ctrl': -0.94892303377467035}
{'reward_dist': -0.39851733332847383, 'reward_ctrl': -0.73264699071108452}
{'reward_dist': -0.39582061551931769, 'reward_ctrl': -0.002808716006787075}
{'reward_dist': -0.38778675193385004, 'reward_ctrl': -1.3423537331484436}
{'reward_dist': -0.37614057273017981, 'reward_ctrl': -0.20712121555743021}
{'reward_dist': -0.36370184079739265, 'reward_ctrl': -1.2128992804878029}
{'reward_dist': -0.35026598585984636, 'reward_ctrl': -0.70788757845477479}
{'reward_dist': -0.33321737787987743, 'reward_ctrl': -0.38749813843495867}
{'reward_dist': -0.30938450902789455, 'reward_ctrl': -0.053469661404643688}
{'reward_dist': -0.2802422373666289, 'reward_ctrl': -0.57504255161868512}
{'reward_dist': -0.25172160940293603, 'reward_ctrl': -0.14122851302664999}
{'reward_dist': -0.22760986168869685, 'reward_ctrl': -0.85448906527231472}
{'reward_dist': -0.20115176578561031, 'reward_ctrl': -0.010882170410323633}
{'reward_dist': -0.17071693950156108, 'reward_ctrl': -1.0751198102522028}
{'reward_dist': -0.28391358240529735, 'reward_ctrl': -1.0647754067815831}
{'reward_dist': -0.2791843013519224, 'reward_ctrl': -0.70748852925692285}
{'reward_dist': -0.27183809192552993, 'reward_ctrl': -1.8314947409093667}
{'reward_dist': -0.25909260535136369, 'reward_ctrl': -0.038190173384010165}
{'reward_dist': -0.23893255060607574, 'reward_ctrl': -1.5683790302478311}
{'reward_dist': -0.21071388847940958, 'reward_ctrl': -0.4616178884592681}
{'reward_dist': -0.17604045733071585, 'reward_ctrl': -1.0379025547261786}
{'reward_dist': -0.13649967964954007, 'reward_ctrl': -0.16708146976664062}
{'reward_dist': -0.088625050183954002, 'reward_ctrl': -0.97382623287423997}
{'reward_dist': -0.036937988358187401, 'reward_ctrl': -1.4823020172718129}
{'reward_dist': -0.031433734171961589, 'reward_ctrl': -0.97475902669705627}
{'reward_dist': -0.10144091882965522, 'reward_ctrl': -0.93480708896428111}
{'reward_dist': -0.16084001827484612, 'reward_ctrl': -0.50504032509945551}
{'reward_dist': -0.1980161254415439, 'reward_ctrl': -0.76206860502931206}
{'reward_dist': -0.21028324313258223, 'reward_ctrl': -0.57711708993827393}
{'reward_dist': -0.19900463386739964, 'reward_ctrl': -1.3580113589779574}
{'reward_dist': -0.17600724987968508, 'reward_ctrl': -1.2040471344898345}
{'reward_dist': -0.16530168504133688, 'reward_ctrl': -0.12151187802115736}
{'reward_dist': -0.16167261376055325, 'reward_ctrl': -1.1174878924674707}
{'reward_dist': -0.15603418628541496, 'reward_ctrl': -1.0219855487480038}
{'reward_dist': -0.14505393649042661, 'reward_ctrl': -0.29198288936101363}
{'reward_dist': -0.12870678859001933, 'reward_ctrl': -0.66299460634339524}
{'reward_dist': -0.12227228478478208, 'reward_ctrl': -0.37964364504424036}
{'reward_dist': -0.13540829847988803, 'reward_ctrl': -1.0191950832505583}
{'reward_dist': -0.1583664111562092, 'reward_ctrl': -0.39519092116255183}
{'reward_dist': -0.18701925441920667, 'reward_ctrl': -0.94311551994558429}
{'reward_dist': -0.21415622072322529, 'reward_ctrl': -0.24225213817382635}
{'reward_dist': -0.23280403708819167, 'reward_ctrl': -0.99314768018290489}
{'reward_dist': -0.24565721774536672, 'reward_ctrl': -0.33159784497205719}
{'reward_dist': -0.2561968751299441, 'reward_ctrl': -0.2451577586363109}
{'reward_dist': -0.26258213334627994, 'reward_ctrl': -1.0377648385272447}
{'reward_dist': -0.26055746142286423, 'reward_ctrl': -0.6365672074500226}
{'reward_dist': -0.24668734027212255, 'reward_ctrl': -0.11783866347383821}
{'reward_dist': -0.22746479048243895, 'reward_ctrl': -0.66028561704360034}
{'reward_dist': -0.20953716756769761, 'reward_ctrl': -0.3214098624877394}
{'reward_dist': -0.19083835367646276, 'reward_ctrl': -0.48371159866252961}
{'reward_dist': -0.16727101735737096, 'reward_ctrl': -0.49402788343163856}
{'reward_dist': -0.14620312587936127, 'reward_ctrl': -0.51698360573403768}
{'reward_dist': -0.13067300563283454, 'reward_ctrl': -0.30876910062602714}
{'reward_dist': -0.11423068980993469, 'reward_ctrl': -0.78817297261136998}
{'reward_dist': -0.098833183309356532, 'reward_ctrl': -0.68561653029522729}
{'reward_dist': -0.08874651964832754, 'reward_ctrl': -0.14503191595819695}
{'reward_dist': -0.08023698594073489, 'reward_ctrl': -0.1030625154726541}
{'reward_dist': -0.073411883426404437, 'reward_ctrl': -0.11837469929075932}
{'reward_dist': -0.069749978027181164, 'reward_ctrl': -0.58093007474327774}
{'reward_dist': -0.071235216385967304, 'reward_ctrl': -1.571971556405692}
{'reward_dist': -0.075202048399033342, 'reward_ctrl': -0.47035414313715374}
{'reward_dist': -0.075387566395381883, 'reward_ctrl': -1.0348733783992636}
{'reward_dist': -0.08028967018647698, 'reward_ctrl': -0.065305703490711645}
{'reward_dist': -0.093457299150352238, 'reward_ctrl': -0.33005711839485052}
{'reward_dist': -0.25248372573857131, 'reward_ctrl': -0.29739774148430731}
{'reward_dist': -0.2521713101624824, 'reward_ctrl': -0.27848449222583954}
{'reward_dist': -0.25092455977660705, 'reward_ctrl': -0.38891556298197244}
{'reward_dist': -0.24740259862421268, 'reward_ctrl': -0.01608622659119472}
{'reward_dist': -0.24252262000405395, 'reward_ctrl': -1.3579723274181308}
{'reward_dist': -0.24282998000423539, 'reward_ctrl': -0.75437616182763823}
{'reward_dist': -0.24428945681553293, 'reward_ctrl': -0.78799266375401977}
{'reward_dist': -0.24416394126379581, 'reward_ctrl': -0.92345797077692127}
{'reward_dist': -0.24896518515495802, 'reward_ctrl': -0.95809299871620135}
{'reward_dist': -0.25603020374123725, 'reward_ctrl': -0.81317601150785335}
{'reward_dist': -0.26331263958692469, 'reward_ctrl': -0.69508835972147942}
{'reward_dist': -0.26786637873454444, 'reward_ctrl': -0.81075178585939167}
{'reward_dist': -0.26940242786670893, 'reward_ctrl': -0.15804347724130913}
{'reward_dist': -0.27001869735365996, 'reward_ctrl': -0.41749598234538238}
{'reward_dist': -0.26657357017331906, 'reward_ctrl': -0.23656487868649692}
{'reward_dist': -0.26203857765599187, 'reward_ctrl': -0.36299001495089173}
{'reward_dist': -0.26004322963597487, 'reward_ctrl': -0.72439798486874651}
{'reward_dist': -0.26155749037796511, 'reward_ctrl': -0.84282579425889481}
{'reward_dist': -0.26767398975820206, 'reward_ctrl': -0.40309356389550743}
{'reward_dist': -0.27568504942106697, 'reward_ctrl': -0.52374964281731051}
{'reward_dist': -0.2803613897363606, 'reward_ctrl': -0.022183263168096348}
{'reward_dist': -0.28026630689662635, 'reward_ctrl': -0.80553238699578744}
{'reward_dist': -0.27857313708435688, 'reward_ctrl': -0.61296691160192662}
{'reward_dist': -0.27739628892478152, 'reward_ctrl': -0.1306207093554726}
{'reward_dist': -0.27663083484150947, 'reward_ctrl': -0.66788301621255963}
{'reward_dist': -0.27664665924167031, 'reward_ctrl': -0.24810076258661112}
{'reward_dist': -0.27678488562693299, 'reward_ctrl': -0.51946890739589513}
{'reward_dist': -0.27506529804070806, 'reward_ctrl': -0.69349652171181797}
{'reward_dist': -0.26990473219478189, 'reward_ctrl': -0.44039298212747746}
{'reward_dist': -0.26305976793031877, 'reward_ctrl': -0.37646401578864525}
{'reward_dist': -0.25625798045751835, 'reward_ctrl': -1.0476323378580525}
{'reward_dist': -0.24514327159628643, 'reward_ctrl': -0.15563188332305361}
{'reward_dist': -0.22797293523692119, 'reward_ctrl': -1.4681863448434902}
{'reward_dist': -0.20996118456546156, 'reward_ctrl': -0.48302315296446624}
{'reward_dist': -0.19568800430019692, 'reward_ctrl': -0.8660123326133895}
{'reward_dist': -0.18596101925981698, 'reward_ctrl': -0.75224618410176669}
{'reward_dist': -0.17460015190659187, 'reward_ctrl': -0.29537189469289243}
{'reward_dist': -0.15741120888640656, 'reward_ctrl': -0.23317736688076357}
{'reward_dist': -0.14054917005891501, 'reward_ctrl': -0.82092325411907785}
{'reward_dist': -0.12407900701318435, 'reward_ctrl': -0.72563204621426936}
{'reward_dist': -0.11188458109546413, 'reward_ctrl': -1.0057754483202119}
{'reward_dist': -0.10687531430684233, 'reward_ctrl': -0.3985819854155318}
{'reward_dist': -0.10614332941049175, 'reward_ctrl': -0.071833882537669425}
{'reward_dist': -0.10950582664140535, 'reward_ctrl': -0.40782304357810178}
{'reward_dist': -0.11450057036679678, 'reward_ctrl': -0.64628274628441673}
{'reward_dist': -0.11752905277842546, 'reward_ctrl': -0.1375567652862405}
{'reward_dist': -0.11809340460309894, 'reward_ctrl': -0.73097882718595986}
{'reward_dist': -0.11563274820148561, 'reward_ctrl': -0.80456448640442868}
{'reward_dist': -0.11109074653523467, 'reward_ctrl': -1.1051051163942687}
{'reward_dist': -0.10946010730927305, 'reward_ctrl': -0.46696108022526533}
{'reward_dist': -0.17129350748506389, 'reward_ctrl': -0.12279364294954509}
{'reward_dist': -0.17022349133518461, 'reward_ctrl': -0.15262286722504209}
{'reward_dist': -0.16632062549550133, 'reward_ctrl': -0.35888195768692521}
{'reward_dist': -0.15747356800922843, 'reward_ctrl': -1.5648505246807245}
{'reward_dist': -0.15208065751021191, 'reward_ctrl': -0.86542634573612176}
{'reward_dist': -0.1504175437842554, 'reward_ctrl': -0.16816742770314005}
{'reward_dist': -0.14800174191013846, 'reward_ctrl': -1.0782338720090325}
{'reward_dist': -0.14196704732984811, 'reward_ctrl': -0.24233682140388796}
{'reward_dist': -0.13291942297554832, 'reward_ctrl': -0.90954152996013227}
{'reward_dist': -0.1221341792824473, 'reward_ctrl': -1.056680494860299}
{'reward_dist': -0.11210778940146895, 'reward_ctrl': -0.63859884478025908}
{'reward_dist': -0.10976596482157149, 'reward_ctrl': -0.26580323690584595}
{'reward_dist': -0.10963113481752652, 'reward_ctrl': -0.89570845817179334}
{'reward_dist': -0.1124231354128591, 'reward_ctrl': -0.82917137466444868}
{'reward_dist': -0.12214107205326143, 'reward_ctrl': -0.80424998844185169}
{'reward_dist': -0.13130632926117741, 'reward_ctrl': -1.3769203865912867}
{'reward_dist': -0.14182341038953081, 'reward_ctrl': -0.084054617701267986}
{'reward_dist': -0.15687012324993183, 'reward_ctrl': -0.80390632134079165}
{'reward_dist': -0.1664810454462069, 'reward_ctrl': -0.58564032310597147}
{'reward_dist': -0.17138245226165491, 'reward_ctrl': -0.035385466964245361}
{'reward_dist': -0.17475687827459857, 'reward_ctrl': -1.6538047733445747}
{'reward_dist': -0.17218359233375444, 'reward_ctrl': -0.46189411427204413}
{'reward_dist': -0.16491111175055384, 'reward_ctrl': -0.10442973215982958}
{'reward_dist': -0.15680041355275331, 'reward_ctrl': -0.89078021531127693}
{'reward_dist': -0.14788461003030742, 'reward_ctrl': -1.2470626712163508}
{'reward_dist': -0.14102990373717667, 'reward_ctrl': -0.76599049394985208}
{'reward_dist': -0.13694887254665733, 'reward_ctrl': -0.30440569397359341}
{'reward_dist': -0.13552172638107457, 'reward_ctrl': -1.1536310624333248}
{'reward_dist': -0.13415126582757103, 'reward_ctrl': -0.49936529478238384}
{'reward_dist': -0.13079966118476619, 'reward_ctrl': -0.67012255386723796}
{'reward_dist': -0.12300087410826782, 'reward_ctrl': -1.0352470743631743}
{'reward_dist': -0.10629411834117658, 'reward_ctrl': -1.0800391963733187}
{'reward_dist': -0.084541620620852131, 'reward_ctrl': -0.79513720111521391}
{'reward_dist': -0.067082453021042224, 'reward_ctrl': -0.56601280612670313}
{'reward_dist': -0.051491219179902785, 'reward_ctrl': -0.0012823702626448372}
{'reward_dist': -0.047413524003281582, 'reward_ctrl': -0.31119323634197238}
{'reward_dist': -0.062326659308344544, 'reward_ctrl': -0.76732843552998653}
{'reward_dist': -0.085561845079253976, 'reward_ctrl': -0.49919661273830224}
{'reward_dist': -0.11456044622063803, 'reward_ctrl': -0.90579224173657302}
{'reward_dist': -0.15084931558673834, 'reward_ctrl': -0.64028771653827576}
{'reward_dist': -0.19118626492282315, 'reward_ctrl': -0.0085099801797806733}
{'reward_dist': -0.22861166234056648, 'reward_ctrl': -0.67474082720120809}
{'reward_dist': -0.25813274171849271, 'reward_ctrl': -1.2125935066195985}
{'reward_dist': -0.28462223915352408, 'reward_ctrl': -0.55889994799572218}
{'reward_dist': -0.3051957297123794, 'reward_ctrl': -0.28778680254718403}
{'reward_dist': -0.31401331651944037, 'reward_ctrl': -1.0659174026076865}
{'reward_dist': -0.31048438423533425, 'reward_ctrl': -0.70274989646563524}
{'reward_dist': -0.29119176983904704, 'reward_ctrl': -0.19619759023114611}
{'reward_dist': -0.25758797637306563, 'reward_ctrl': -0.75355387378074834}
{'reward_dist': -0.21321301349159258, 'reward_ctrl': -0.8796759857130303}
{'reward_dist': -0.35514737042647737, 'reward_ctrl': -0.479769283453923}
{'reward_dist': -0.35511485669506337, 'reward_ctrl': -1.1860763548355269}
{'reward_dist': -0.35590650728162365, 'reward_ctrl': -0.31988344660433798}
{'reward_dist': -0.35673460175033439, 'reward_ctrl': -0.90529185316127914}
{'reward_dist': -0.35732032662677315, 'reward_ctrl': -0.58119206280557678}
{'reward_dist': -0.35588411337698683, 'reward_ctrl': -0.049083399731476442}
{'reward_dist': -0.35100455770364208, 'reward_ctrl': -0.30613250258525226}
{'reward_dist': -0.34503259608109349, 'reward_ctrl': -0.68156807842801514}
{'reward_dist': -0.33937855231235603, 'reward_ctrl': -0.26450397614139992}
{'reward_dist': -0.33185743297604697, 'reward_ctrl': -0.89698042340464512}
{'reward_dist': -0.32182155244156457, 'reward_ctrl': -1.112343604018045}
{'reward_dist': -0.31209568208779309, 'reward_ctrl': -0.97889691174591065}
{'reward_dist': -0.30026806910077652, 'reward_ctrl': -0.70409202732239884}
{'reward_dist': -0.28203912708814016, 'reward_ctrl': -0.10683174407232975}
{'reward_dist': -0.25991464233862588, 'reward_ctrl': -0.89452046273188524}
{'reward_dist': -0.23628935840081683, 'reward_ctrl': -0.25818593903202486}
{'reward_dist': -0.21413462838714284, 'reward_ctrl': -0.054585623796721647}
{'reward_dist': -0.19644140568412041, 'reward_ctrl': -0.72017677884718245}
{'reward_dist': -0.18174684598600166, 'reward_ctrl': -0.53198966889383548}
{'reward_dist': -0.17216189915370586, 'reward_ctrl': -0.65042732045062102}
{'reward_dist': -0.16984734650598629, 'reward_ctrl': -1.005304916702543}
{'reward_dist': -0.16881982000309356, 'reward_ctrl': -1.3110875691386423}
{'reward_dist': -0.1643989604747666, 'reward_ctrl': -0.15482992197147843}
{'reward_dist': -0.15965620358043306, 'reward_ctrl': -0.15002147784889938}
{'reward_dist': -0.1556214213741384, 'reward_ctrl': -0.36900766489473619}
{'reward_dist': -0.15209790765201991, 'reward_ctrl': -0.40677965163845131}
{'reward_dist': -0.14667407642167365, 'reward_ctrl': -0.73278702389356187}
{'reward_dist': -0.14214006060572792, 'reward_ctrl': -0.00057101088863996689}
{'reward_dist': -0.14115250836024859, 'reward_ctrl': -0.26634223594181011}
{'reward_dist': -0.14083717253063047, 'reward_ctrl': -0.90760244049543426}
{'reward_dist': -0.14027207782916817, 'reward_ctrl': -0.90890214370651567}
{'reward_dist': -0.14084813744385877, 'reward_ctrl': -0.06895379159093272}
{'reward_dist': -0.14289907486099396, 'reward_ctrl': -0.94777966812258585}
{'reward_dist': -0.14660327289727518, 'reward_ctrl': -1.2527213632350775}
{'reward_dist': -0.15075002648700223, 'reward_ctrl': -0.3509921148389189}
{'reward_dist': -0.15343497666958944, 'reward_ctrl': -1.6125701377707711}
{'reward_dist': -0.15396611512616498, 'reward_ctrl': -0.79958451931141217}
{'reward_dist': -0.15514644202200456, 'reward_ctrl': -0.36989579511573489}
{'reward_dist': -0.15586528034886207, 'reward_ctrl': -0.88625391285888455}
{'reward_dist': -0.15718907197311893, 'reward_ctrl': -1.746446814009103}
{'reward_dist': -0.15759229407187997, 'reward_ctrl': -1.2167544315005716}
{'reward_dist': -0.15671951316159746, 'reward_ctrl': -1.7211422731676636}
{'reward_dist': -0.15478908817603229, 'reward_ctrl': -0.61752864709322886}
{'reward_dist': -0.15196222311009042, 'reward_ctrl': -1.7265915401877949}
{'reward_dist': -0.14585497354043522, 'reward_ctrl': -0.63756013935404421}
{'reward_dist': -0.13444683820274647, 'reward_ctrl': -0.40993546236838446}
{'reward_dist': -0.1195865391808372, 'reward_ctrl': -0.39432146612451602}
{'reward_dist': -0.1027305307293339, 'reward_ctrl': -0.12409618256347674}
{'reward_dist': -0.084331650418198484, 'reward_ctrl': -0.4167849960498613}
{'reward_dist': -0.066002560197783375, 'reward_ctrl': -0.3000912193562878}
{'reward_dist': -0.37147800595830316, 'reward_ctrl': -0.88812952665841483}
{'reward_dist': -0.37142382900922882, 'reward_ctrl': -0.029813992349564233}
{'reward_dist': -0.37106280534610631, 'reward_ctrl': -1.4792742935163761}
{'reward_dist': -0.37022942240760753, 'reward_ctrl': -0.30271251520233422}
{'reward_dist': -0.36949184846314592, 'reward_ctrl': -0.78375778414452357}
{'reward_dist': -0.3682181020332797, 'reward_ctrl': -0.70776003555899802}
{'reward_dist': -0.3652711964628903, 'reward_ctrl': -0.76559740837738699}
{'reward_dist': -0.362832538028518, 'reward_ctrl': -0.23679275575121755}
{'reward_dist': -0.36143190310630635, 'reward_ctrl': -0.97833872084082318}
{'reward_dist': -0.36197369394480544, 'reward_ctrl': -0.13339460646397708}
{'reward_dist': -0.36477217838695236, 'reward_ctrl': -0.69063525000645531}
{'reward_dist': -0.36834111488177662, 'reward_ctrl': -1.5140860086782155}
{'reward_dist': -0.37138145153627994, 'reward_ctrl': -0.88364542123324819}
{'reward_dist': -0.37195083224543773, 'reward_ctrl': -0.58237674862923616}
{'reward_dist': -0.36816402890193517, 'reward_ctrl': -0.22028735411413505}
{'reward_dist': -0.36110475438895617, 'reward_ctrl': -0.80946384515149439}
{'reward_dist': -0.34912277327974295, 'reward_ctrl': -0.91776077183966898}
{'reward_dist': -0.32914527329496207, 'reward_ctrl': -1.1368519091161919}
{'reward_dist': -0.3059057234688195, 'reward_ctrl': -0.38475837920869221}
{'reward_dist': -0.28154235332715166, 'reward_ctrl': -0.17492072026740602}
{'reward_dist': -0.24874136687842235, 'reward_ctrl': -0.76806343291205093}
{'reward_dist': -0.21208169284854647, 'reward_ctrl': -0.26955665024370784}
{'reward_dist': -0.17589082425840169, 'reward_ctrl': -0.47564687017121671}
{'reward_dist': -0.13533752526216161, 'reward_ctrl': -0.033450125253012379}
{'reward_dist': -0.091284642032526869, 'reward_ctrl': -0.65077818551119648}
{'reward_dist': -0.056238074749166776, 'reward_ctrl': -0.3478074190900437}
{'reward_dist': -0.036570151254642691, 'reward_ctrl': -0.84603229412112824}
{'reward_dist': -0.058890200035177712, 'reward_ctrl': -0.79916489340138019}
{'reward_dist': -0.10081755933331707, 'reward_ctrl': -0.92851458507171336}
{'reward_dist': -0.13248306036787538, 'reward_ctrl': -0.3370017049058695}
{'reward_dist': -0.16023386199273867, 'reward_ctrl': -0.18903763842401072}
{'reward_dist': -0.18752205547169348, 'reward_ctrl': -0.46158011553570788}
{'reward_dist': -0.21069793110167195, 'reward_ctrl': -0.60769627202300658}
{'reward_dist': -0.2366623317987904, 'reward_ctrl': -0.21714632524802385}
{'reward_dist': -0.26187302133314877, 'reward_ctrl': -0.47578769305660756}
{'reward_dist': -0.27959894419985826, 'reward_ctrl': -0.019750971855068238}
{'reward_dist': -0.2928084712742679, 'reward_ctrl': -0.043273208246428295}
{'reward_dist': -0.30513131272810212, 'reward_ctrl': -0.81938506980036385}
{'reward_dist': -0.31881318394841401, 'reward_ctrl': -1.0717684139407857}
{'reward_dist': -0.32915571980652381, 'reward_ctrl': -0.84848818595387931}
{'reward_dist': -0.33198097731539855, 'reward_ctrl': -1.4041350354232742}
{'reward_dist': -0.33105621631688043, 'reward_ctrl': -0.12383960767313072}
{'reward_dist': -0.32749421897724057, 'reward_ctrl': -0.62937696836438672}
{'reward_dist': -0.31767886644923016, 'reward_ctrl': -1.228825213567321}
{'reward_dist': -0.2966070391666365, 'reward_ctrl': -0.30555938121824644}
{'reward_dist': -0.26551072081692528, 'reward_ctrl': -0.35169219405578267}
{'reward_dist': -0.22997838762440292, 'reward_ctrl': -1.1065618439999918}
{'reward_dist': -0.19218752895075003, 'reward_ctrl': -0.14688752381426837}
{'reward_dist': -0.15499746763225569, 'reward_ctrl': -0.12869880076819318}
{'reward_dist': -0.12176716326026231, 'reward_ctrl': -1.7017900896342819}
{'reward_dist': -0.24848330394949814, 'reward_ctrl': -0.67129275389577625}
{'reward_dist': -0.24893373405328859, 'reward_ctrl': -0.42953908335716751}
{'reward_dist': -0.24936816319355029, 'reward_ctrl': -0.058821265249190013}
{'reward_dist': -0.24938705305437231, 'reward_ctrl': -0.33297924247023186}
{'reward_dist': -0.24918298476098388, 'reward_ctrl': -0.39141004832582638}
{'reward_dist': -0.24894713581166475, 'reward_ctrl': -0.6976373770326123}
{'reward_dist': -0.2493239497120904, 'reward_ctrl': -0.73680247469124349}
{'reward_dist': -0.24996276431044312, 'reward_ctrl': -0.31252970079949571}
{'reward_dist': -0.25014901531202066, 'reward_ctrl': -1.3866290439137208}
{'reward_dist': -0.2498146739978403, 'reward_ctrl': -0.68258744971489604}
{'reward_dist': -0.24846508129738451, 'reward_ctrl': -0.89731530903507573}
{'reward_dist': -0.24554806698061976, 'reward_ctrl': -0.59694647030592285}
{'reward_dist': -0.2399211845659899, 'reward_ctrl': -1.2163586282834529}
{'reward_dist': -0.23000585120860578, 'reward_ctrl': -0.13551809202713822}
{'reward_dist': -0.21592708125902929, 'reward_ctrl': -0.85787406301266578}
{'reward_dist': -0.20018721154773073, 'reward_ctrl': -0.50944674414214608}
{'reward_dist': -0.18439356051105929, 'reward_ctrl': -0.23264208749094789}
{'reward_dist': -0.16872321727258466, 'reward_ctrl': -0.55722983355237843}
{'reward_dist': -0.15303245108333668, 'reward_ctrl': -0.3128137771395626}
{'reward_dist': -0.13748380948334998, 'reward_ctrl': -0.9974543556947385}
{'reward_dist': -0.12164602551039176, 'reward_ctrl': -0.28275032133965855}
{'reward_dist': -0.10574035197608596, 'reward_ctrl': -0.6457710473708711}
{'reward_dist': -0.089307691679444814, 'reward_ctrl': -0.93606100858372665}
{'reward_dist': -0.072276003238538139, 'reward_ctrl': -0.09212070958061272}
{'reward_dist': -0.057938647005795416, 'reward_ctrl': -1.0683085057800767}
{'reward_dist': -0.050590994812185867, 'reward_ctrl': -0.25218514520782881}
{'reward_dist': -0.049049856762019874, 'reward_ctrl': -0.89598467900010625}
{'reward_dist': -0.046062041739922621, 'reward_ctrl': -0.53139285289319171}
{'reward_dist': -0.03974175378203542, 'reward_ctrl': -1.3958492865086782}
{'reward_dist': -0.026097219298431191, 'reward_ctrl': -0.51808427317152073}
{'reward_dist': -0.0084280234254805672, 'reward_ctrl': -0.15149559938741378}
{'reward_dist': -0.01669308923140355, 'reward_ctrl': -0.63708801386004377}
{'reward_dist': -0.038069631704269642, 'reward_ctrl': -1.458892785003874}
{'reward_dist': -0.063108425829917783, 'reward_ctrl': -0.32496193567376186}
{'reward_dist': -0.093922986329124616, 'reward_ctrl': -1.5959300387184467}
{'reward_dist': -0.12762569570085278, 'reward_ctrl': -0.1673904885219652}
{'reward_dist': -0.15942612668073144, 'reward_ctrl': -1.480024358010918}
{'reward_dist': -0.17941343994949296, 'reward_ctrl': -0.2596978633711281}
{'reward_dist': -0.19012663341372218, 'reward_ctrl': -0.72459745284130805}
{'reward_dist': -0.19472074507675957, 'reward_ctrl': -0.42886627975418656}
{'reward_dist': -0.193041660632533, 'reward_ctrl': -0.84121432348577874}
{'reward_dist': -0.18732177252102647, 'reward_ctrl': -0.69736064577493495}
{'reward_dist': -0.17909548379674836, 'reward_ctrl': -0.18215415533847634}
{'reward_dist': -0.16788312850349674, 'reward_ctrl': -0.77819235093122019}
{'reward_dist': -0.15484778023622553, 'reward_ctrl': -1.2191033667759688}
{'reward_dist': -0.14109719153659084, 'reward_ctrl': -0.68451705589706857}
{'reward_dist': -0.13039481921017332, 'reward_ctrl': -0.76204610158049446}
{'reward_dist': -0.12786728878092662, 'reward_ctrl': -0.46661345695690765}
